Stabilimento.: 149 - Disegno.: Tutti - Validi al.: 18-06-2018 - Configurazione.: Tutti
"Stabilimento";"Desc.Stabilimento";"Disegno";"Desc.Disegno";"Mdr";"Desc.Mdr";"Qta Mdr";"Ultimo utilizzo";"Inizio validita'";"Fine validita'";"Data caricamento";
"149";"SEVEL Val di Sangro Carrozzeria";"00518919180";"PERNO AD ESPANSIONE";"4280";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00518974850";"PERNO AD ESPANSIONE";"6280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00518992610";"DISTANZIALE";"3147";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00519038210";"DADO ES.AUTOFR.M16";"3147";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00519057040";"SENSORE ANALOGICO FRIZIONE";"4280";"CASSETTA RL-KLT";"50";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00519270740";"VITE(SPECIALE)TRANCIABILE M8X1,25";"3147";"CASSETTA RL-KLT";"450";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00519348260";"TASSELLO ELASTICO SISTEMA DI SCARICO";"4910";"CASSETTA ODETTE";"7872";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00519348270";"TASSELLO ELASTICOSISTEMA DI SCARICO";"4910";"CASSETTA ODETTE";"164";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00520139670";"MOLLETTA CAVO";"6280";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00520194100";"GRUPPO DI POTENZA10? TMC 17/16 ESP";"4202";"CONTAINER FLC2";"24";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00520242830";"TAPPO- -";"6280";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00520453200";"";"4900";"CASSETTA ODETTE";"90";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00520460300";"KIT RIPARAZ. PNEU.LARGE SENSOR (500ML)";"4900";"CASSETTA ODETTE";"90";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00531455170";"GUARNIZIONE PASSAGG.CAVI PORTE";"6280";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00531888570";"MOLLETTA RITEGNOTUBI FRENO 2 VIE UNITA'";"6280";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00531998900";"KIT GONFIAGGIO RIPARAZIONE PNEUMATICI";"4900";"CASSETTA ODETTE";"90";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00532757870";"TAPPONERO";"4280";"CASSETTA RL-KLT";"520";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00551973360";"VITE(SPECIALE)";"3147";"CASSETTA RL-KLT";"800";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552029060";"VITE(SPECIALE)      FLANG. M12X1,25X68";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552139220";"PERNO FISS.COPERCHIO";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552501300";"PERNO FISS. RIPARO ESTETICO";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552592490";"VITE(SPECIALE) M10 X 1.5";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552621330";"PERNO A SFERA";"3147";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00552713000";"VITE(SPECIALE) M12 X 1.25";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00605020800";"DADO  PLASTICA";"4280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00605081750";"CAPPUCCIO COPERTURA DADO BRACCIO TERGI";"4280";"CASSETTA RL-KLT";"7000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00605852460";"MADREVITE A TENUTA  IDRICA";"6280";"CASSETTA RL-KLT";"20000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00606093460";"ROSETTA             (NORM.)";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00606758080";"MOLLETTA RITEGNO";"4147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00735028200";"VITE(NORMALE)       M10X1,5X75";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00735038300";"";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00735038320";"VITE(NORMALE) FLANG.TORX M12X1.75X40";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00735038370";"VITE(NORMALE) FLANG.TORX  M12X1.75X105";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00824263590";"BLOCCHETTO";"6280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00824779490";"VITE CON ROSETTA    IMPERDIBILE";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01300721080";"ROSETTA";"3147";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01301019650";"BOTTONE DI FISSAGGIOANTRAC.SATIN.GRIGIO";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01301019808";"BOTTONE DI FISSAGGIONERO";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01303429080";"MOLLETTA RITEGNO 5-5";"6280";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01306810080";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01307609080";"VITE FISS. CERNIERE BATTENTI POSTER. (K)";"3147";"CASSETTA RL-KLT";"850";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01308439080";"RIBATTINO";"6147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01309843080";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01313268080";"MADREVITE           CON SPESSORE";"6280";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01328030080";"DADO COMPL. DI ROS. IMP. M33X1.5";"3147";"CASSETTA RL-KLT";"25";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01329827080";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01331618080";"TAPPO ASOLA 65X45";"6280";"CASSETTA RL-KLT";"800";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01338475080";"VITE(SPECIALE)      (SPECIALE)";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01338888080";"BOCCOLA PER FLESS.  COM. FRENO MANO";"3147";"CASSETTA RL-KLT";"1250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01345353080";"BOTTONE DI FISSAGGIO";"6280";"CASSETTA RL-KLT";"25000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01347978080";"DADO (SPECIALE) FL  M14X1,5";"3147";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01348031080";"VITE(SPECIALE)";"3147";"CASSETTA RL-KLT";"50";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01348354080";"DADO (SPECIALE)AUTOF  FLANG. M12X1.25";"3147";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01348355080";"VITE(SPECIALE) FLAN. M12X1,25X75";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01348357080";"VITE                 M12 X 1.25 X 55";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01349163080";"DADO (SPECIALE)     M 8X1,25";"3147";"CASSETTA RL-KLT";"750";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01349926080";"VITE(SPECIALE) ESALOBATA M18X1.5X125";"3147";"CASSETTA RL-KLT";"30";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01350300080";"VITE PERPETUA       BRUGOLA M8X30";"3147";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01350574080";"DADO E FLANG. AUF.  FILET. DEF. M16X1.5";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01350767080";"DADO (SPECIALE)     FLANG. M18X1,5";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01350883080";"VITE(SPECIALE)      M 10X1,5X60";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01352232080";"";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355399080";"MADREVITE           BASCULANTE";"4280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355491080";"";"3147";"CASSETTA RL-KLT";"120";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355561080";"MOLLETTA RITEGNO";"4280";"CASSETTA RL-KLT";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355639080";"TAPPO PER FORO      DIAM. 16";"6280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355919080";"DADO CAGE NUT       TRAV. AUTOLIV.M14";"4280";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01355931080";"RIVETTO ESAGONO M8  DIAM.21";"3147";"CASSETTA RL-KLT";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356386080";"MOLLETTA RITEGNO    CABLAGGIO";"6280";"CASSETTA RL-KLT";"1300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356394080";"SIGLA "130 MULTIJET" LAT. AUTOAD.";"4910";"CASSETTA ODETTE";"540";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356552080";"RIVETTO 4.8 X 14";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356803080";"VITE(SPECIALE)      TORX M6X12";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356880080";"SPESSORE SOTTO      SCONTRINO";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01356882080";"FASCETTA STRIP";"4961";"CASSETTA 67 LT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01357135080";"RIVETTO FILETTATO";"3147";"CASSETTA RL-KLT";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01357450080";"TASSELLO            ESPANSIONE";"6280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01357455080";"";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01357533080";"VITE(SPECIALE)      TCE M12X1.25X70";"4280";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01358401080";"STAFFA";"6280";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01358684080";"RACCORDO PER TUBO   ALTA PRESSIONE";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01358685080";"RACCORDO PER TUBO   RITORNO";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01358692080";"TAPPO PER ASOLA     125X45";"6280";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01358785080";"VITE(NORMALE) FISS. MANIGLIONE TIRAPORTA";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01359489080";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01360107080";"DADO E AUTOFRENANTE  FLANGIATO  M14X2";"3147";"CASSETTA RL-KLT";"350";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01361243080";"CRISTALLO SCENDENTE SX ATERMICO";"6766";"SIV 60004 CRIST";"154";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01361244080";"CRISTALLO SCENDENTE DX ATERMICO";"6766";"SIV 60004 CRIST";"154";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01362296080";"VITE(SPECIALE)";"3147";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01362299080";"VITE(SPECIALE) FISS BIELLETT.SOSP.LA.MOT";"3147";"CASSETTA RL-KLT";"90";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01362303080";"VITE(SPECIALE)      M14X1,5X86";"3147";"CASSETTA RL-KLT";"50";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01362817080";"FASCETTA FISSAGGIO  MANIC. ARIA SPORCA";"6280";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01364549080";"TELAIO KIT PER TELONE EVO PROTEZ. CAB.";"1002";"IMBALLO FITTIZI";"30";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01364558080";"FASCETTA COD.LYS     FUSION 09800.00.087";"6280";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01364634080";"VITE CON ROSETTA    PIANA IMPERDIBILE";"3147";"CASSETTA RL-KLT";"1250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01366656080";"COLLARE  V-CLAMP";"4280";"CASSETTA RL-KLT";"80";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01368550080";"MOLLETTA RITEGNO    CAVI";"6280";"CASSETTA RL-KLT";"800";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01368662080";"TAPPO OTTURAZIONE   FORI TIPO A 10";"4280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01368793080";"RIVETTO EF/TC M8X18";"3147";"CASSETTA RL-KLT";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01369839080";"VITE(SPECIALE)M 8X1,25";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01370449080";".SWITCH ROTATIVOSU PEDALE FRIZIONE";"4280";"CASSETTA RL-KLT";"40";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01371044080";"VITE(SPECIALE)AUTOFILETTANTE";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01371388080";"DISTANZIALE P.RIPAROVANO MOT. LAT.PULEG.";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01371404080";"MOLLETTA RITEGNOTUBO";"6280";"CASSETTA RL-KLT";"900";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01371412080";"DADO A FRENATURA MECC.STOVER M14X1,5";"3147";"CASSETTA RL-KLT";"350";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01373730080";"TELONE EVO PROTEZ.CABINA";"1002";"IMBALLO FITTIZI";"16";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01375235080";"VITE(SPECIALE)M10 X 1.25";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01376891080";"RIVETTO- -";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01378323080";"FLESSIBILE FRENO DI STAZIONAMENTO";"4060";"NUOV CAS LAM GR";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01378324080";"FLESSIBILE FRENO DI STAZIONAMENTO";"4060";"NUOV CAS LAM GR";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01379741080";"VITE(SPECIALE) - -";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01380706080";"BOCCOLA DI FISSAGGIO";"6280";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01382499080";"MOLLETTA RITEGNO PERCORSO CAVI";"6280";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383298080";"COLLARE SERRAGGIO TUBI SCARICO";"4280";"CASSETTA RL-KLT";"900";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383323080";"MOLLETTA PUNTELLO COFANO";"4280";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383436080";"MOLLETTA RITEGNO- -";"6280";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383437080";"MOLLETTA RITEGNO- -";"6280";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383658080";"MOLLETTA RITEGNOTUBI IMPIANTO FRENANTE";"6280";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01383873080";"MORSETTO TUBO FLESS.";"4280";"CASSETTA RL-KLT";"600";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01384051080";"PERNO- -";"6280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01384128080";"PERNO FISSAGGIO FINIZ. PORTA";"4280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01384131080";"VITE TEROS.PIANA.IMP. M12X1.25X68";"3147";"CASSETTA RL-KLT";"130";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01384141080";"DADO SPECIALE";"3147";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01385320080";"DADO ES.AUTOBL.M6";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01385999080";"MOLLETTA TUBO";"6280";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01386087080";"";"4280";"CASSETTA RL-KLT";"25";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01387529080";"MOLLETTA RITEGNO- -";"6280";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01388199080";"PERNO CENTRAGGIO";"6147";"CASSETTA RL-KLT";"12000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01388431080";"VITE(SPECIALE)- -";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01389353080";"VITE(SPECIALE) M10 X 1.5";"3147";"CASSETTA RL-KLT";"120";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
